title,brand,category,price,battery_life,build_quality,camera,connectivity,customer_service,delivery,design,performance,price_value,screen_display,software_app,sound_audio,total_mentions,overall_score
Nikon Coolpix 5600 5MP Digital Camera with 3x Optical Zoom,Nikon,Camera & Photo,92.99,0.0,0.0,-1.0,,,,1.0,-1.0,0.0,0.0,,0.0,12,-0.125
Skinomi Black Carbon Fiber Full Body Skin Compatible with Asus Transformer Book T100 (Tablet Only)(Full Coverage) TechSkin with Anti-Bubble Clear Film Screen Protector,Skinomi,All Electronics,18.95,,,,,,,,,,-1.0,-1.0,,12,-1.0
Pandigital PanImage PI1003DW 10.1-Inch Digital Picture Frame -Black,LMRD9,Camera & Photo,89.99,1.0,1.0,1.0,1.0,,,,,,1.0,0.0,,12,0.833
Nikon 18-55mm f/3.5-5.6G ED Auto Focus-S DX Non-VR Nikkor Zoom Lens (Discontinued by Manufacturer),Nikon,Camera & Photo,129.49,,1.0,1.0,,,,,,1.0,,,,12,1.0
Canon EF-S 55-250mm F4-5.6 is STM Lens for Canon SLR Cameras (Renewed),Amazon Renewed,Camera & Photo,211.49,,,1.0,,,,,,,,,,12,1.0
Screen Guard Foam Cleaning Spray,Locator Plus Corporation,All Electronics,25.0,,,,,,,,,,-1.0,,,12,-1.0
"HGST/Hitachi (HUA723020ALA641) Ultrastar 7K3000 2TB 64MB 7200RPM 3.5"" (Enterprise Grade) SATA III 6.0Gb/s Hard Drive",Hitachi,Computers,49.99,,,,,,,,,,,1.0,,12,1.0
Celestron SkyScout Personal Planetarium,Celestron,Camera & Photo,240.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,12,-1.0
Canon USB Cable IFC-400PCU for Canon Cameras & Camcorders,Canon,Camera & Photo,12.95,,,0.0,,,,,,,,-1.0,,12,-0.5
Intel PWLA8391GT PRO/1000 GT PCI Network Adapter,Intel,All Electronics,31.0,-1.0,,,-1.0,,,-1.0,,,,-1.0,,12,-1.0
Intel Pentium Dual Core G2030 LGA 1155 Processor BX80637G2030,Intel,Computers,11.99,,1.0,1.0,,,,,,,,1.0,,12,1.0
D-Link DBT-120 Wireless Bluetooth USB Adapter,D-Link,All Electronics,44.99,,,,0.0,,,,,,,0.0,,12,0.0
OPPO OPDV971H Digital HD-Ready Up-Converting DVD Player,OPPO Digital,All Electronics,74.99,-1.0,,-1.0,-1.0,1.0,-1.0,,,,,0.0,,12,-0.5
EVGA GeForce 9800 GT 512 MB DDR3 PCI-Express 2.0 Graphics Card (512-P3-N973-TR),EVGA,All Electronics,129.95,0.5,,0.0,,,,,0.0,0.0,1.0,0.0,,12,0.25
Sony HDR-SR11 10.2-MP 60GB High Definition Hard Drive Handycam Camcorder with 12x Optical Image Stabilized Zoom (Discontinued by Manufacturer),Sony,Camera & Photo,229.99,,,-1.0,,,,-1.0,,,,-1.0,,12,-1.0
"FLYCAM HD-3000 Telescopic Handheld Stabilizer for Video Cameras. Micro Balancing, Smooth Operations w 3-Axis Gimbal Handle, Expendable Base. Free Quick Release Plate & Table Clamp + Bag (FLCM-HD-3-QT)",FLYCAM,Camera & Photo,143.0,,,1.0,,,,,,1.0,,,,12,1.0
Corsair CMPSU-550VX 550-Watt VX Series 80 Plus Certified Power Supply compatible with Core i7 and Core i5,Corsair,All Electronics,197.72,-1.0,-1.0,,,-1.0,-1.0,,,-1.0,,-1.0,,12,-1.0
Sony DVC Cleaning Tape (Discontinued by Manufacturer),Sony,Home Audio & Theater,33.14,,,0.0,,,,,,,,,,12,0.0
"FLYCAM HD-3000 Telescopic Handheld Stabilizer for Video Cameras. Micro Balancing, Smooth Operations w 3-Axis Gimbal Handle, Expendable Base. Free Quick Release Plate & Table Clamp + Bag (FLCM-HD-3-QT)",FLYCAM,Camera & Photo,143.0,,1.0,1.0,,1.0,,1.0,,1.0,,1.0,,12,1.0
HP NC364T PCIe 4Pt Gigabit Server Adptr,HP,Computers,83.05,,1.0,,,1.0,,,1.0,1.0,,,,12,1.0
"Sony DVP-FX730 7-Inch Portable DVD Player, Black",Sony,All Electronics,229.99,1.0,,,,,,,,1.0,-1.0,,,12,0.333
"Opti-Tekscope Digital USB Microscope Camera- True High Definition Macro 200x Zoom Imaging (1600x1200) – Video – Advanced CMOS Sensor – with 8 LED (Windows, MAC, Linux OS)",Opti-Tekscope,Camera & Photo,84.0,,,,,,1.0,,,1.0,,1.0,,12,1.0
Fusion Bluetooth Dongle for Fusion Head Units,FUSION,Sports & Outdoors,47.36,1.0,,,,,1.0,,,,,1.0,1.0,12,1.0
Samsung 750 EVO - 120GB - 2.5-Inch SATA III Internal SSD (MZ-750120BW),SAMSUNG,Computers,34.99,,,,,,1.0,,0.5,,,1.0,,12,0.833
Desmond P-70 70mm QR Lens Plate Arca Compatible Dual Dovetail and D-Ring P70 DP-70,Electronics World,Camera & Photo,12.95,,-1.0,,,,,,,,,,,12,-1.0
Sony DVP-NS70H HDMI Single Disc DVD Player,Sony,All Electronics,78.99,,-1.0,,,,,,,,,-1.0,,12,-1.0
Pioneer BDP-51FD BonusView Blu-ray Player,PIONEER,All Electronics,249.99,,1.0,1.0,,,,,,,,,,12,1.0
Garmin eTrex Vista HCx (010-00630-00),Garmin,Home Audio & Theater,199.95,,,1.0,,,,,,,1.0,1.0,,12,1.0
SanDisk 16GB Class 4 SDHC Flash Memory Card - 2 Pack SDSDB2L-016G-B35 Retail Package,SanDisk,Computers,11.37,,,1.0,,,1.0,,,,,1.0,,12,1.0
EverCool Dual 5.25 in. Drive Bay to Triple 3.5 in. HDD Cooling Box,Evercool,Computers,34.99,,1.0,,,,,,,1.0,,,,12,1.0
CABLEDECONN USB A to DC 3.5 mm/1.35 mm 5 Volt DC Barrel Jack Power Cable,CABLEDECONN,All Electronics,7.0,0.0,,,,,,,,,,,,12,0.0
Collector Protector Vinyl Record Cleaner Kit | Vinyl Cleaning Kit | Anti Static Carbon Fiber Vinyl Record Brush & LP Cleaning Solution,Collector Protector,All Electronics,15.95,,,,,,,,,1.0,,,,12,1.0
"C4Labs Zebra Case for Raspberry Pi 3B+, 3, 2, 2B and B+ Heat Sinks and Power Cord Included-Wood",C4Labs,Computers,19.99,,1.0,,,,,1.0,,1.0,,1.0,,12,1.0
"C2G/Cables to Go 01937 RJ45 8-Pin Modular Straight Through Inline Coupler, Ivory",C2G,Computers,5.29,,,,-1.0,,,,,,,,,12,-1.0
Collector Protector Vinyl Record Cleaner Kit | Vinyl Cleaning Kit | Anti Static Carbon Fiber Vinyl Record Brush & LP Cleaning Solution,Collector Protector,All Electronics,15.95,,0.0,,,-1.0,-1.0,1.0,1.0,,,-1.0,0.0,12,-0.143
Neewer 13feet/390cm Two Way Rotatable Aluminum Adjustable Tripod Boom Light Stand with Sandbag for Studio Photography Video,Neewer,Camera & Photo,97.02,,-1.0,,,,,,,,,,,12,-1.0
Samsung Radiant360 R1 Wi-Fi/Bluetooth Speaker,SAMSUNG,All Electronics,129.99,,-1.0,,-1.0,,,,,,,,-1.0,12,-1.0
Corsair CMZ8GX3M1A1600C10 Vengeance 8GB (1x8GB) DDR3 1600 MHz (PC3 12800) Desktop Memory 1.5V,Corsair,All Electronics,39.99,,,,,1.0,,,1.0,1.0,-1.0,,,12,0.5
Ergotech 7Flex Single Heavy Duty Monitor Arm (7Flex-HD-ETUS-104),Ergotech,Computers,207.81,1.0,1.0,,,1.0,,,,1.0,,1.0,,12,1.0
Cisco-Linksys EG008W Gigabit 8-Port Workgroup Switch,Cisco,All Electronics,77.0,,,-1.0,-1.0,-1.0,,-1.0,-1.0,,,-1.0,,12,-1.0
SanDisk 64GB Ultra SDXC UHS-I Card 40 MB/s Class 10 (SDSDU-064G-A11),SanDisk,Computers,14.99,,,1.0,,,,,1.0,1.0,,1.0,,12,1.0
Microsoft Surface Pro 2 Tablet 512GB SSD 8GB RAM 10.6 inch 1920 x 1080 Resolution 4th Generation Intel Core i5 Processor USB 3.0 Two 720p HD Cameras,Microsoft,Computers,499.0,-1.0,,-1.0,,,,,-1.0,,,-1.0,-1.0,12,-1.0
Sony MDR-ZX310/WQ ZX Series stereo headphones,Sony,All Electronics,28.95,,-1.0,,,,,,,-1.0,,,-1.0,12,-1.0
"Professional Camera Cleaning Kit for DSLR Cameras- Canon, Nikon, Pentax, Sony - Cleaning Tools and Accessories …",CamKix,Camera & Photo,8.99,,-1.0,,,,,,,-1.0,,,,12,-1.0
Sony MDR-ZX310/WQ ZX Series stereo headphones,Sony,All Electronics,28.95,,,,,,,,,,,,-1.0,12,-1.0
"STK's NB-4L Battery Charger for Canon NB-4L ELPH 330 HS, ELPH 300 HS, VIXIA Mini, ELPH 100 HS, ELPH 310 HS, Powershot SD1400 is, SD750, SD1000, SD600, SD1100 is, SD630, SD400, SD450, SD780, CB-2LV",STK,Camera & Photo,14.99,1.0,,1.0,,,,1.0,1.0,,,1.0,,12,1.0
"STK's NB-4L Battery Charger for Canon NB-4L ELPH 330 HS, ELPH 300 HS, VIXIA Mini, ELPH 100 HS, ELPH 310 HS, Powershot SD1400 is, SD750, SD1000, SD600, SD1100 is, SD630, SD400, SD450, SD780, CB-2LV",STK,Camera & Photo,14.99,1.0,,,,,,,1.0,1.0,,,,12,1.0
"Hifonics ZRX1816.1D Zeus Mono Class-D Subwoofer Amplifier, 1800-Watt",Hifonics,Car Electronics,139.0,1.0,,,,,,,,1.0,,1.0,,12,1.0
"Hifonics ZRX1816.1D Zeus Mono Class-D Subwoofer Amplifier, 1800-Watt",Hifonics,Car Electronics,139.0,,,,,,1.0,1.0,,,,,,12,1.0
"Professional Camera Cleaning Kit for DSLR Cameras- Canon, Nikon, Pentax, Sony - Cleaning Tools and Accessories …",CamKix,Camera & Photo,8.99,,,1.0,,,,,,1.0,,,,12,1.0
Nobsound MS-10D MKIII HiFi Bluetooth Hybrid Tube Power Amplifier Stereo Subwoofer Amp USB/Opt/Coax,Nobsound,All Electronics,299.99,,-1.0,,,,,,,-1.0,,,-1.0,12,-1.0
SanDisk 8GB microSD High Capacity (microSDHC) Card - (Class 4) - 8 GB,SanDisk,Computers,9.99,,,,,,,,,1.0,,,,12,1.0
Pwr Laptop Charger Power Adapter for Asus: UL Listed VivoBook X550L X551 X551C X551M F555L F555LA K501LX K501U K52F Flip TP470EA Transformer Book Flip TP500L TP500LA ADP-65JH BB PA-1700-02 PA-1650-78,PWR+,Computers,22.9,1.0,,,,,,,,,,,,12,1.0
Dotop PSP 2000 3000 AC Wall Adapter Power Charger,Dotop,Video Games,8.55,,,,,,,,,1.0,,,,12,1.0
"Office Depot Cleaning Duster, 10 Oz, Pack of 3, OD101523",Office Depot,Office Products,16.71,,,,,,,,,,,0.0,,12,0.0
"Office Depot Cleaning Duster, 10 Oz, Pack of 3, OD101523",Office Depot,Office Products,16.71,,,,,,1.0,,,1.0,,,,12,1.0
Opteka .35x HD2 Super Wide Angle Panoramic Macro Fisheye Lens for Canon EOS/EF,Opteka,Camera & Photo,19.95,,,-1.0,,,,,,1.0,,,,12,0.0
D-Link DBT-120 Wireless Bluetooth USB Adapter,D-Link,All Electronics,44.99,,,,1.0,1.0,,,,,,1.0,1.0,12,1.0
"Sony ICDUX560BLK Digital Voice Recorder 1"" Black",Sony,All Electronics,189.99,,,,,,,1.0,,,,,,12,1.0
Sony DCR-HC52 MiniDV Handycam Camcorder with 40x Optical Zoom (Discontinued by Manufacturer),Sony,Camera & Photo,145.0,,1.0,1.0,,,,,,,1.0,,,12,1.0
J-Tech Digital ® Premium Quality SPDIF TOSLINK Digital Optical Audio 3x1 Switch with Remote Control (Three Inputs one Output),J-Tech Digital,Home Audio & Theater,22.98,-1.0,-1.0,-1.0,-1.0,,-1.0,,-1.0,-1.0,,-1.0,-1.0,12,-1.0
Opteka .35x HD2 Super Wide Angle Panoramic Macro Fisheye Lens for Canon EOS/EF,Opteka,Camera & Photo,19.95,,,1.0,,,,,,1.0,,,,12,1.0
Sony HDR-SR11 10.2-MP 60GB High Definition Hard Drive Handycam Camcorder with 12x Optical Image Stabilized Zoom (Discontinued by Manufacturer),Sony,Camera & Photo,229.99,1.0,,1.0,,,,1.0,,,,0.0,,12,0.75
"Noctua NF-F12 iPPC-2000 PWM, Heavy Duty Cooling Fan, 4-Pin, 2000 RPM (120mm, Black)",Noctua,Computers,27.95,,-1.0,,,,,,,-1.0,,1.0,,12,-0.333
"Noctua NF-F12 iPPC-2000 PWM, Heavy Duty Cooling Fan, 4-Pin, 2000 RPM (120mm, Black)",Noctua,Computers,27.95,,,,,,,,,,,1.0,,12,1.0
"OP/TECH USA 1301242 Sling Strap Adaptor - System Connectors, Black, Medium",OP/TECH USA,Camera & Photo,11.99,,,1.0,,,,,,,,,,12,1.0
VideoSecu 4 x Dummy Security Camera Fake Bullet Cameras Infrared LEDs Flashing Light Home CCTV Surveillance 1QU,VideoSecu,Camera & Photo,25.0,,0.0,0.0,,,,-1.0,,0.0,,-1.0,,11,-0.4
"DCDC Buck Converter, DROK DC 5-40V to 1.2-36V Power Supply Step Down Voltage Regulator 36V 30V 24V 12V 5V 3.3V 8A 100W Adjustable Volt Reducer Module",DROK,Industrial & Scientific,17.96,-1.0,-1.0,,-1.0,,,,,,,,,11,-1.0
Creative SB1040 Sound Blaster X-Fi Xtreme Audio PCI-E Sound Card,Creative,All Electronics,58.02,,,,,,,,,1.0,,,,11,1.0
UL Listed Pwr Extra Long AC Adapter 2A Rapid Charger for Samsung-Galaxy-Tab-2 7 7.7 7 Plus 8.9 10.1 Galaxy Note-10.1 inches Tablet-Power-Cord,PWR+,All Electronics,14.9,1.0,,,,1.0,1.0,,,,,,,11,1.0
ePhoto 10 X 20 Large Chromakey Chroma Key Green Screen Support Stands 3 Point Continuous Video Photography Lighting Kit H9004SB-1020G,ePhoto,Camera & Photo,179.99,,,,,,1.0,1.0,,-1.0,,-1.0,,11,0.0
"Endust LCD and Plasma Screen Cleaner, 16oz. (11308)",PUNKYOUTH,Home Audio & Theater,12.99,,,,,,,,,1.0,1.0,,,11,1.0
Crucial 2 GB Kit (2 x 1GB) DDR PC3200 UNBUFFERED Non-ECC 184-PIN DIMM,Crucial,All Electronics,38.99,,-1.0,,,,,-1.0,-1.0,,-1.0,-1.0,,11,-1.0
Corsair Vengeance Red 8GB (2x4GB) DDR3 1866 MHz (PC3 15000) Desktop Memory,Corsair,All Electronics,138.68,,1.0,,,,1.0,,,,,1.0,,11,1.0
Creative SB1040 Sound Blaster X-Fi Xtreme Audio PCI-E Sound Card,Creative,All Electronics,58.02,,,,-1.0,,,,,1.0,,-1.0,-0.333,11,-0.333
Logitech QuickCam Orbit MP Webcam (961422-0403),Logitech,All Electronics,149.99,,,1.0,,1.0,,,,,,1.0,1.0,11,1.0
Crucial 2 GB Kit (2 x 1GB) DDR PC3200 UNBUFFERED Non-ECC 184-PIN DIMM,Crucial,All Electronics,38.99,,,,,,1.0,,,,,,,11,1.0
Verizon FiOS Quantum Gateway AC1750,Verizon FiOS,Computers,35.99,-1.0,,,-1.0,-1.0,,,-1.0,,,,,11,-1.0
"Unique 185 Hours Back-up Battery Life Time (Standby), 24 Siren Volume, EOM Detection, Display Event Message and Effective Time at a Glance, Reecom R-1650D Same Weather Radio with AM/FM (Light Grey)",Reecom,All Electronics,53.99,,,,,1.0,,,,,,,1.0,11,1.0
"Endust LCD and Plasma Screen Cleaner, 16oz. (11308)",PUNKYOUTH,Home Audio & Theater,12.99,,,,,,,-1.0,,,-1.0,,,11,-1.0
"D-Link DWL-G650 Wireless Cardbus Adapter, 802.11g, 108Mbps",D-Link,All Electronics,19.99,-1.0,,,1.0,,,,,,,,,11,0.0
"VCE HDMI Coupler HDMI Female to Female Connector 3D 4K HDMI Extension Adapter, 2 Pack",VCE,All Electronics,5.99,,-1.0,,0.0,,,,,1.0,,,,11,0.0
New Power Supply Cord for Dell Latitude D600 D610 D620,Selectec,Computers,12.99,1.0,1.0,,,,,1.0,,1.0,,,,11,1.0
HP DVD-R 16X 4.7GB 100PK Spindle with Handle,HP,All Electronics,29.9,,0.0,,,,-1.0,,,1.0,,,,11,0.0
Logitech Optical Trackball Marble Mouse,Logitech,Computers,199.95,,,,,,,-1.0,,,,,,11,-1.0
Logitech Optical Trackball Marble Mouse,Logitech,Computers,199.95,,,,,,,,,,,1.0,,11,1.0
HP DVD-R 16X 4.7GB 100PK Spindle with Handle,HP,All Electronics,29.9,,,,,,,,,1.0,,,,11,1.0
VHOB WLanParts Enclosure 9X6x3 Inch Outdoor 1-Port Gray,Pasadena Networks,Computers,24.99,,-1.0,,-1.0,-1.0,-1.0,,,-1.0,,-1.0,,11,-1.0
"VIZIO Remote for E422VLE, E472VLE, E552VLE, M320SL, M370SL, E320i-A0, M370SL, E422VL Model Television's",VIZIO,All Electronics,7.81,,1.0,,,,,,1.0,1.0,,,,11,1.0
D-Link Powerline Adapter Starter Kit Ethernet Over Power Gigabit AV2 Up to 1000Mbps MIMO Internet Network Wall Plug In (DHP-601AV),D-Link,Computers,59.99,-1.0,,,,-1.0,,,-1.0,,,-1.0,,11,-1.0
Olympus VN-960PC 128 MB Digital Voice Recorder with PC Link,Olympus,All Electronics,22.22,,1.0,,,,,,1.0,1.0,,1.0,-1.0,11,0.6
"Valley Enterprises 3.5mm Male Right Angle to 3.5mm Female Gold Stereo Audio Cable, Length 6 Inches",Valley Enterprises,All Electronics,8.99,,0.0,,1.0,,,,,,,,0.5,11,0.5
"Ergonomic Aluminium Portable Foldable Cooling X-Stand for 12""-17"" Laptops, Notebook PC, MacBook",Bosvision,Computers,27.99,,,,,,1.0,1.0,,,1.0,1.0,,11,1.0
"Alpine SXE-1725S 80W 6.5"" 2-Way Type-E Coaxial Speakers W/ Mylar-Titanium Tweeters,black",Alpine,Car Electronics,39.99,-1.0,-1.0,,,,,,,-1.0,,-1.0,-1.0,11,-1.0
AmScope CA-CAN-SLR Canon SLR / D-SLR Camera Adapter for Microscopes - Microscope Adapter,AmScope,All Electronics,129.99,1.0,1.0,1.0,,,,1.0,,,1.0,1.0,,11,1.0
"Olympus OM SYSTEM OLYMPUS M.Zuiko Digital ED 40-150mm F2.8 PRO For Micro Four Thirds System Camera, Light weight powerful zoom, Weather Sealed Design, MF Clutch, Compatible with Teleconverter",Olympus,Camera & Photo,1299.99,,,1.0,,,1.0,,1.0,,,,,11,1.0
"Olympus OM SYSTEM OLYMPUS M.Zuiko Digital ED 40-150mm F2.8 PRO For Micro Four Thirds System Camera, Light weight powerful zoom, Weather Sealed Design, MF Clutch, Compatible with Teleconverter",Olympus,Camera & Photo,1299.99,,,1.0,,,,,,,,,,11,1.0
"D-Link DWL-G650 Wireless Cardbus Adapter, 802.11g, 108Mbps",D-Link,All Electronics,19.99,,-1.0,,-1.0,,-1.0,,-1.0,-1.0,,-1.0,,11,-1.0
Crucial 8GB kit (4GBx2) DDR3-1600 MT/s (PC3-12800) Non-ECC UDIMM Desktop Memory Upgrade CT2KIT51264BA160B / CT2CP51264BA160B,Crucial,Computers,30.7,,,,,,1.0,,1.0,1.0,,,,11,1.0
"Analogix Semiconductor SP1004 Slimport to HDMI Adapter for Amazon Fire, Blackberry Passport, Nexus 5, LG G3",ETEPON,All Electronics,59.99,,,,-1.0,-1.0,,,,,,-1.0,,11,-1.0
D-Link Wireless AC 1750 Mbps Home Cloud App-Enabled Dual-Band Gigabit Router (DIR-865L) (Discontinued by Manufacturer),D-Link,Computers,109.8,,,,-1.0,-1.0,,,,,,,,11,-1.0
"VCE HDMI Coupler HDMI Female to Female Connector 3D 4K HDMI Extension Adapter, 2 Pack",VCE,All Electronics,5.99,,,-1.0,-1.0,,1.0,,,,,,,11,-0.333
Monoprice 6ft USB 2.0 A Male to Micro 5pin Male 28/24AWG Cable w/ Ferrite Core (Gold Plated) - WHITE,Monoprice,Computers,8.67,1.0,,,-1.0,,,-1.0,,1.0,,-1.0,,11,-0.2
Pixel PRO-600 Universal Satellite Radio Antenna Receives XM and Sirius Simultaneously,Pixel Technologies,Home Audio & Theater,79.95,1.0,1.0,,,,,,,1.0,1.0,1.0,1.0,11,1.0
"Noctua NF-S12A FLX, Premium Quiet Fan, 3-Pin (120mm, Brown)",Noctua,Computers,21.95,-1.0,-1.0,,,,,,,,,-1.0,-1.0,11,-1.0
NooElec NESDR Mini 2 SDR & DVB-T USB Stick (RTL2832 + R820T2) with Antenna and Remote Control,NooElec,All Electronics,28.95,,,,,,,-1.0,,1.0,,-1.0,,11,-0.333
ORICO 5.25 Trayless Hot Swap Mobile Rack CD-ROM 3.5 inch Internal SATA Hard Drive SSD Adapter-1106SS,ORICO,Computers,17.29,,-1.0,,,,,,,-1.0,,,,11,-1.0
ZXUY 100PCS Random Music Film Vinyl Skateboard Guitar Travel Case Sticker lot Pack Decal,ZXUY,Computers,8.99,,,,,,,,,,,1.0,,11,1.0
"RAM Mounts Ball Adapter with 1/4""-20 Threaded Stud for Action Cameras RAP-B-366U with B Size 1"" Ball",RAM MOUNTS,Camera & Photo,11.99,,-1.0,-1.0,,,,-1.0,,,,,,11,-1.0
ZXUY 100PCS Random Music Film Vinyl Skateboard Guitar Travel Case Sticker lot Pack Decal,ZXUY,Computers,8.99,,,-0.5,,,,0.0,,,,0.0,,11,-0.167
"Plugable USB Data Blocker, Protect Against Juice Jacking at Public USB Ports, Defend Unwanted Data Transfers and Hijacking, Charging Safely, Fast 1A Charge-Only Adapter for Android, Apple iOS Devices",Plugable,Cell Phones & Accessories,7.95,-1.0,-1.0,,-1.0,,,,-1.0,-1.0,-1.0,,,11,-1.0
"RAM Mounts Twist-Lock Suction Cup Base with Ball RAM-B-224-1U with B Size 1"" Ball for Vehicle Windshields",RAM MOUNTS,Computers,22.49,,1.0,,,,,,,,,,,11,1.0
"RAM Mounts Twist-Lock Suction Cup Base with Ball RAM-B-224-1U with B Size 1"" Ball for Vehicle Windshields",RAM MOUNTS,Computers,22.49,,1.0,,,,,,,,,,,11,1.0
"Noctua NF-S12A FLX, Premium Quiet Fan, 3-Pin (120mm, Brown)",Noctua,Computers,21.95,,,,,,,,,,,1.0,,11,1.0
X10 MS16A ActiveEye Wireless Indoor/Outdoor Motion Sensor,X10,Camera & Photo,22.99,-1.0,-1.0,,,,,-1.0,-1.0,-1.0,,-1.0,,11,-1.0
Gigabyte AMD Radeon HD 7970 OC 3GB GDDR5 DVI-I/HDMI/2x Mini-Displayport PCI-E 3.0 Graphics Card GV-R797OC-3GD,Gigabyte,Computers,342.0,,,1.0,,,,,1.0,,,,,11,1.0
Desmond L Plate DAL-1 Quick Release Arca Swiss Compatible for Camera / Tripod Head,Desmond,Camera & Photo,19.95,,-1.0,-1.0,,,,-1.0,,-1.0,,-1.0,,11,-1.0
"Western Digital Velociraptor 300 GB Bulk/OEM Hard Drive 2.5 Inch, 16 MB Cache, 10,000 RPM SATA II WD3000GLFS",Western Digital,All Electronics,51.0,-1.0,,-1.0,,-1.0,-1.0,,-1.0,,,-1.0,,11,-1.0
"Plantronics DSP400 Foldable Multimedia Headset, Black",Plantronics,All Electronics,107.98,,-1.0,,-1.0,,,-1.0,,,,-1.0,-1.0,11,-1.0
"Western Digital Caviar Green WD10EARS Hard Drive - 1 TB - 5400 rpm - Serial ATA/300 - Serial ATA - 3.5"" - Internal",Western Digital,All Electronics,48.95,,,,,1.0,1.0,,,,,1.0,,11,1.0
"Zeikos ZE-SDR5 SD/Micro SD Card Reader, USB Type C Micro USB OTG Adapter and USB 2.0 Portable Memory Card Reader for SDXC, SDHC, SD, MMC, RS-MMC, Micro SDXC, Micro SD, Micro SDHC Card and UHS-I Cards",Zeikos,All Electronics,10.99,,1.0,,,,1.0,,,1.0,,1.0,,11,1.0
Western Digital 250 GB Scorpio Blue SATA 5400 RPM 8 MB Cache Bulk/OEM Notebook Hard Drive WD2500BEVS,Western Digital,All Electronics,32.0,,,,,-1.0,,,1.0,0.0,,1.0,,11,0.25
ZyXEL Wireless Access Point with AP / Universal Repeater / Client Mode [WAP3205V2],ZYXEL,Computers,74.99,,,,-1.0,,,,,,,-1.0,,11,-1.0
"NooElec PL2303 USB to Serial (TTL) Module/Adapter with Female and Male Wiring Harnesses & Test Jumper. Compatible with Windows 98 Through Windows 7; Mac OS 8 Through OS X, Linux and Android!",NooElec,All Electronics,9.95,1.0,1.0,,,,,,,,,1.0,,11,1.0
"Powered HUB, OTG Micro USB Ethernet Network Adapter for Raspberry Pi Zero, Google Nexus Player, Windows Android Tablet",Smays,Computers,13.99,,,,,-1.0,,,,,,,,11,-1.0
VideoSecu Key Lock 9 Output 12 V DC CCTV Distributed Power Supply Box Auto Reset for Security Camera WK9,VideoSecu,Camera & Photo,36.99,1.0,1.0,1.0,,,1.0,,,1.0,,1.0,,11,1.0
Gary Fong LSUCLOUD Lightsphere Universal Cloud,Gary Fong,Camera & Photo,69.0,,-1.0,-1.0,,,,-1.0,,-1.0,,-1.0,,11,-1.0
ORICO 5.25 Trayless Hot Swap Mobile Rack CD-ROM 3.5 inch Internal SATA Hard Drive SSD Adapter-1106SS,ORICO,Computers,17.29,-1.0,-1.0,,,,,-1.0,,-1.0,,-1.0,,11,-1.0
Yamaha RX V665BL 630 Watt 7 Channel Home Theater Receiver (OLD VERSION) (Discontinued by Manufacturer),Yamaha Audio,Home Audio & Theater,214.11,,1.0,1.0,1.0,,,,,1.0,,,1.0,11,1.0
Pwr Power Adapter 180W 150W 120W Charger for Asus G-Series Notebook ROG Strix: UL Listed ADP-180MB ADP-150NB FA180PM111 90XB00EN-MPW010 PA-1121-28 Adp-120rh ADP-120ZB Laptop Extra Long 12Ft Cord,PWR+,Computers,49.9,-1.0,,,,-1.0,-1.0,-1.0,,-1.0,,-1.0,,11,-1.0
"4Ucam Digital Wireless Camera + 7"" Monitor for Bus, RV, Trailer, Motor Home, 5th Wheels and Trucks Backup or Rear View",4UCAM EXTEND YOUR VISION,Cell Phones & Accessories,174.94,,,0.0,-1.0,,,-1.0,,,-1.0,-1.0,,11,-0.8
Pwr Power Adapter 180W 150W 120W Charger for Asus G-Series Notebook ROG Strix: UL Listed ADP-180MB ADP-150NB FA180PM111 90XB00EN-MPW010 PA-1121-28 Adp-120rh ADP-120ZB Laptop Extra Long 12Ft Cord,PWR+,Computers,49.9,1.0,,,,,,,,,,,,11,1.0
"OMAX 40X-2000X LED Binocular Compound Lab Microscope w/ Double Layer Mechanical Stage + Blank Slides, Cover Slips, & Lens Cleaning Paper, M82ES-SC100-LP100",OMAX,Industrial & Scientific,220.43,,,1.0,,,,1.0,,,,1.0,,11,1.0
"OMAX 40X-2000X LED Binocular Compound Lab Microscope w/ Double Layer Mechanical Stage + Blank Slides, Cover Slips, & Lens Cleaning Paper, M82ES-SC100-LP100",OMAX,Industrial & Scientific,220.43,,,,,,,,,1.0,,1.0,,11,1.0
OM Digital Solutions WS-331M Digital Voice Recorder and WMA Music Player,Olympus,All Electronics,124.99,-1.0,-1.0,,,,,,-1.0,-1.0,,-1.0,-1.0,11,-1.0
Gary Fong LSUCLOUD Lightsphere Universal Cloud,Gary Fong,Camera & Photo,69.0,,1.0,1.0,,,,,,1.0,,,,11,1.0
"General Imaging Full-HD Digital Camera with 14.4MP, CMOS, 10X Optical Zoom, 3-Inch LCD, 28mm wide angle Lens, and HDMI (Gold) E1410SW-CP",GE,Camera & Photo,179.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,11,1.0
YAMAHA WXA-50 MusicCast Wireless Streaming Amplifier,YAMAHA,All Electronics,599.95,1.0,1.0,,1.0,,,1.0,1.0,1.0,,1.0,1.0,11,1.0
"EBL BT-446 Cordless Phone Battery 1000mAh 3.6V Ni-MH Replacement Rechargeable Battery for Cordless Phone BT-446, BT-1005, TRU8885, TRU8885-2 (4-Pack)",EBL,Office Products,11.99,,1.0,,,,,,,1.0,,,,11,1.0
